sleep_hours,parental_education_level,parental_education_binary,exam_score
6.7,High School,low,80
6.9,Master,high,80
5.5,Master,high,93
6.8,Master,high,100
9.2,Master,high,93
6.7,Bachelor,high,91
8.5,High School,low,96
6.2,High School,low,100
8.9,High School,low,100
11.1,High School,low,100
7,Bachelor,high,81
7.6,High School,low,87
6.4,Master,high,97
5.8,Master,high,93
6,High School,low,99
5.5,Master,high,70
6.1,Bachelor,high,83
7.6,High School,low,85
9.3,Master,high,100
6.3,Master,high,100
6.6,High School,low,68
8.7,High School,low,100
7.5,High School,low,96
6.5,Master,high,50
4,Master,high,80
8.2,Bachelor,high,70
8.2,Master,high,81
5.8,Master,high,83
5.9,Master,high,100
6,High School,low,74
5.8,Bachelor,high,97
6.3,High School,low,77
8.3,Bachelor,high,94
7.6,Master,high,97
7.4,Bachelor,high,97
7,Master,high,100
7.7,High School,low,100
5,Bachelor,high,76
7.9,Bachelor,high,87
5.3,Bachelor,high,99
7.7,High School,low,98
8.5,Bachelor,high,100
7.2,High School,low,98
5.3,Master,high,100
4.2,Bachelor,high,100
6.9,Bachelor,high,71
6.7,High School,low,65
6.2,High School,low,96
5.3,Bachelor,high,96
9.6,Bachelor,high,100
7.1,High School,low,98
8.4,Master,high,87
6.6,Master,high,73
4.8,High School,low,99
8.4,High School,low,97
4.9,Master,high,96
6.3,Master,high,100
7.2,Master,high,94
8.1,High School,low,88
8,Master,high,80
8.8,High School,low,85
6.8,Master,high,100
8,Master,high,56
8.6,Master,high,73
7,Bachelor,high,63
7.5,High School,low,100
7.2,Bachelor,high,100
9.7,Master,high,94
8,Master,high,77
6.5,Master,high,100
4.5,Bachelor,high,79
7.8,Bachelor,high,95
6.1,Bachelor,high,100
5.7,Master,high,86
4.7,Master,high,99
8.5,High School,low,86
8.8,High School,low,99
6.7,Master,high,100
4.2,Bachelor,high,95
7.8,Master,high,100
8.2,Master,high,72
6.7,Master,high,100
8.1,High School,low,87
6.5,Bachelor,high,78
7.9,High School,low,100
6.4,Bachelor,high,78
9.7,Master,high,97
7.4,Bachelor,high,48
7.2,High School,low,83
9.1,High School,low,85
5.4,Master,high,63
9.6,Master,high,72
7.4,Bachelor,high,100
8.1,Bachelor,high,96
10,Master,high,97
6.8,Bachelor,high,98
5.5,High School,low,95
6.9,High School,low,99
7,High School,low,94
7.8,Bachelor,high,81
5.2,Master,high,91
7.1,Bachelor,high,83
6.9,Bachelor,high,90
7.3,Master,high,98
6,Bachelor,high,67
7.6,Bachelor,high,75
5.9,High School,low,98
7.5,Bachelor,high,82
5.4,High School,low,95
6.3,Master,high,68
8.7,Master,high,76
5.6,High School,low,100
7.6,Bachelor,high,73
6.8,Master,high,97
5.1,Master,high,92
8.7,High School,low,69
5.9,Bachelor,high,78
5.9,Bachelor,high,73
8.4,Master,high,70
8.9,High School,low,58
6.2,High School,low,100
7.4,High School,low,63
4.2,Bachelor,high,100
6.3,Bachelor,high,75
4.3,High School,low,100
5.4,Master,high,88
7.3,High School,low,82
6.9,High School,low,95
9.5,Master,high,100
7.9,High School,low,70
9.9,Master,high,78
9,Bachelor,high,76
5.4,Bachelor,high,80
6.3,Master,high,74
7.6,High School,low,77
8.6,Master,high,94
5.5,Master,high,100
7.4,Bachelor,high,83
6.7,High School,low,100
8,High School,low,94
9.4,Master,high,92
10.3,High School,low,60
7.2,Bachelor,high,100
6.8,Bachelor,high,69
5.2,Master,high,100
8.4,High School,low,81
7.3,Master,high,100
5.4,Bachelor,high,67
7.4,High School,low,97
4.7,Master,high,93
7.1,High School,low,100
5.3,High School,low,100
7.9,Master,high,88
6.9,Master,high,80
6.1,Bachelor,high,68
7.5,Master,high,85
9.3,Bachelor,high,85
8.1,High School,low,57
4.1,High School,low,98
8.5,High School,low,90
6.4,Bachelor,high,74
8.1,Master,high,100
6.9,Bachelor,high,97
10.2,Bachelor,high,100
6.6,Bachelor,high,67
7.2,Bachelor,high,100
5.6,Bachelor,high,97
7.4,High School,low,100
6.5,High School,low,60
7.4,Master,high,94
8.8,High School,low,98
5.8,High School,low,69
8.2,High School,low,97
6,Master,high,93
4,Bachelor,high,85
6.6,Bachelor,high,100
6.6,Bachelor,high,100
7,Master,high,98
8.3,Master,high,98
5.3,Bachelor,high,90
7.5,High School,low,100
4.4,High School,low,68
4.7,Bachelor,high,100
7.3,Bachelor,high,95
8.5,Bachelor,high,88
6.2,Master,high,100
7.2,Bachelor,high,78
9.6,Bachelor,high,100
6.7,High School,low,95
4.8,High School,low,100
5.9,High School,low,99
6.3,Master,high,100
6.9,High School,low,95
9.8,Bachelor,high,98
6.5,Bachelor,high,93
7.1,Master,high,89
8.1,High School,low,83
8.9,Master,high,100
5.4,High School,low,74
7.2,Bachelor,high,88
7.6,High School,low,73
6.1,High School,low,93
6,Bachelor,high,79
5.9,Bachelor,high,77
6.1,Master,high,94
8.1,Bachelor,high,85
8,Bachelor,high,100
6.9,High School,low,81
7,Bachelor,high,83
6.2,Bachelor,high,60
7.2,High School,low,67
4,Bachelor,high,86
6.3,High School,low,97
6.3,Bachelor,high,91
6.1,Bachelor,high,95
4,High School,low,67
7.3,High School,low,100
8.4,Bachelor,high,78
6.8,Master,high,98
7.7,High School,low,98
7.8,High School,low,100
6.9,High School,low,100
5.9,Bachelor,high,100
4.7,High School,low,99
5.6,Bachelor,high,99
7.3,High School,low,79
6.4,Master,high,89
8,High School,low,73
7.5,Bachelor,high,82
8,High School,low,58
8.2,Master,high,100
8.8,High School,low,94
9.9,Master,high,100
5.2,Master,high,61
8.1,Bachelor,high,100
7.8,Bachelor,high,100
9.7,High School,low,95
4.5,Master,high,90
9,Bachelor,high,93
8.7,Master,high,100
6.7,High School,low,69
5.8,Bachelor,high,76
6.3,High School,low,100
8.4,High School,low,64
5.8,High School,low,80
9,High School,low,76
5.6,Bachelor,high,77
6.3,Bachelor,high,95
8.1,Master,high,97
4.8,Bachelor,high,64
6.3,Bachelor,high,86
9.1,Master,high,95
5.3,High School,low,90
5.5,Bachelor,high,90
7.9,Master,high,92
8.3,High School,low,79
8.4,High School,low,90
8,Bachelor,high,93
8.7,High School,low,77
8.2,High School,low,73
5.3,Master,high,67
9.9,High School,low,79
7.9,Master,high,100
8.2,Master,high,84
9.7,Master,high,100
4,Master,high,87
6.6,High School,low,100
7,High School,low,86
8.1,Master,high,95
5.4,Master,high,99
7.1,Bachelor,high,100
8.7,Master,high,87
8.8,Bachelor,high,97
9.7,Master,high,83
4.4,Master,high,98
7.9,Master,high,85
4.8,Master,high,100
7.5,High School,low,76
8.5,Master,high,85
5.8,Bachelor,high,87
6.5,Master,high,100
8.3,Bachelor,high,90
10.3,Bachelor,high,100
7,Bachelor,high,94
6.9,Bachelor,high,70
8.2,Master,high,74
5.2,Master,high,100
7.1,High School,low,100
7.5,High School,low,89
6.6,High School,low,100
6.4,Master,high,100
5.6,Bachelor,high,80
7,High School,low,69
6.1,Master,high,70
6.3,High School,low,100
7.4,High School,low,91
9.7,High School,low,99
5.5,High School,low,70
8.9,Master,high,100
8.4,High School,low,82
7.9,Master,high,82
10.5,Master,high,96
8,High School,low,96
10.5,Master,high,87
7.4,High School,low,95
6.1,High School,low,72
4.4,Master,high,85
8.6,Master,high,99
8.9,High School,low,69
8.5,Master,high,87
5.5,Bachelor,high,76
5.5,Master,high,100
5.3,High School,low,100
7.1,High School,low,98
8.7,Master,high,77
6.9,Bachelor,high,65
7.7,High School,low,83
8.7,Bachelor,high,100
8.2,Bachelor,high,98
8.5,High School,low,98
7.3,High School,low,93
8,Bachelor,high,85
6.8,High School,low,100
7.8,High School,low,65
7,Bachelor,high,67
6.2,High School,low,93
4.6,Bachelor,high,100
6.7,High School,low,74
5.3,Master,high,94
7.1,Bachelor,high,99
5.8,Master,high,89
7.7,Bachelor,high,83
4.9,High School,low,69
7.1,Bachelor,high,85
9.7,Bachelor,high,98
8.9,Bachelor,high,81
4,High School,low,93
6.2,Bachelor,high,100
6,High School,low,65
6.5,Bachelor,high,76
10.6,Master,high,80
6.4,High School,low,100
4.7,Bachelor,high,100
8.4,High School,low,98
9.5,High School,low,85
7.8,High School,low,92
4.4,High School,low,100
8.3,High School,low,100
5.9,Bachelor,high,84
5,Bachelor,high,100
6.5,High School,low,71
8.1,Master,high,82
6.7,High School,low,70
5.3,Bachelor,high,99
5.3,Bachelor,high,69
7.2,Master,high,80
8.8,Master,high,98
6.4,Master,high,85
6.9,Bachelor,high,100
6,Master,high,67
7.6,Master,high,97
7.3,Bachelor,high,100
9.6,High School,low,86
7.8,High School,low,93
5.4,High School,low,85
6.3,Master,high,52
5.6,Master,high,78
8.5,Bachelor,high,72
7.2,High School,low,77
9.2,Bachelor,high,85
6.3,Master,high,95
4.9,Master,high,100
8.4,High School,low,68
5.1,High School,low,91
7,High School,low,100
8,Bachelor,high,83
5.4,Master,high,100
6.8,Bachelor,high,55
8.2,Bachelor,high,99
11.7,High School,low,100
5.7,High School,low,100
10.6,High School,low,75
5.6,High School,low,100
7.1,High School,low,91
8.1,Master,high,85
8.8,Master,high,96
6.1,Bachelor,high,91
7.7,Bachelor,high,85
7.8,High School,low,94
6.6,Master,high,88
7.4,Bachelor,high,88
8.6,Bachelor,high,76
8.4,Bachelor,high,54
5.8,High School,low,83
7.5,High School,low,74
6,Master,high,98
6.7,Bachelor,high,73
8,Master,high,98
9.3,Master,high,89
6,High School,low,98
8.2,Bachelor,high,88
7.1,High School,low,100
5.1,Master,high,100
6.7,Master,high,88
8.6,Master,high,80
8.1,Bachelor,high,99
6.4,Bachelor,high,99
5.3,Master,high,96
6.2,Bachelor,high,57
7.9,Bachelor,high,90
6.6,Bachelor,high,100
6.4,High School,low,89
8.4,Master,high,73
6.4,Bachelor,high,81
7.6,Master,high,100
4.9,Master,high,91
7.8,High School,low,69
7.9,Bachelor,high,100
6.9,High School,low,100
6.3,Bachelor,high,79
4.4,Bachelor,high,64
4.9,High School,low,82
8.4,High School,low,100
7.5,Master,high,57
7.6,Master,high,88
8.3,High School,low,100
7.8,Bachelor,high,83
6.3,Master,high,72
7.3,High School,low,76
8,High School,low,98
6.3,High School,low,92
7,High School,low,100
6.5,Master,high,77
6.2,High School,low,90
5.8,High School,low,76
7.3,Bachelor,high,76
4.6,Bachelor,high,69
8.3,High School,low,96
7.5,Master,high,99
5.5,Master,high,97
8.1,Master,high,79
10.5,High School,low,90
4.5,High School,low,79
7.3,Master,high,100
7.7,High School,low,100
8.3,High School,low,84
4,High School,low,99
5.9,Master,high,69
5.7,Bachelor,high,100
7.9,High School,low,100
6.8,Bachelor,high,96
5.5,High School,low,81
8.9,High School,low,86
7.7,Bachelor,high,99
7.9,Master,high,97
4,High School,low,89
7.5,Master,high,100
6.5,Master,high,98
6.6,Bachelor,high,73
8.2,Bachelor,high,100
8.4,Master,high,96
6,Master,high,100
7.5,Bachelor,high,86
6.8,Bachelor,high,100
5.8,Bachelor,high,100
4.9,Master,high,88
4.6,Bachelor,high,76
5.9,Master,high,79
7.6,Bachelor,high,100
6.2,Master,high,61
6.2,High School,low,84
7.2,High School,low,100
6.8,High School,low,93
6,Master,high,100
7,High School,low,95
6.8,High School,low,99
4.8,Master,high,100
5.8,Bachelor,high,97
4.7,Master,high,88
6.4,High School,low,82
9.1,Master,high,95
4.8,High School,low,76
7.4,Bachelor,high,100
8.7,Bachelor,high,100
7.2,High School,low,87
6.7,Master,high,87
7.3,Master,high,82
6.4,Master,high,74
7.6,High School,low,53
8.8,High School,low,81
4.8,Bachelor,high,75
5.5,Bachelor,high,100
6.3,Bachelor,high,100
7.9,Master,high,100
7.3,Bachelor,high,78
8.9,Bachelor,high,100
9.4,Bachelor,high,100
7,Bachelor,high,90
5.9,High School,low,85
7.7,High School,low,85
7.6,Master,high,93
5.7,Bachelor,high,50
6.5,Master,high,94
8.1,High School,low,67
6.6,Bachelor,high,96
7.2,Bachelor,high,56
8.2,Bachelor,high,82
8.7,Master,high,90
7.2,Bachelor,high,93
5.8,Bachelor,high,67
5.8,Bachelor,high,99
7.7,High School,low,100
7,High School,low,100
9.3,Master,high,93
7.9,High School,low,78
4.7,Master,high,81
6.7,Bachelor,high,96
9.5,Bachelor,high,78
5.6,Master,high,56
10.9,Bachelor,high,92
5.3,High School,low,98
5.7,Bachelor,high,100
8.8,Master,high,98
6.5,Bachelor,high,71
7.5,Master,high,100
5.6,Bachelor,high,91
7.9,Bachelor,high,91
6.9,Bachelor,high,85
7,High School,low,100
7.4,Bachelor,high,100
8.9,Master,high,98
6.1,Master,high,100
7.8,Master,high,100
6.5,High School,low,89
7.8,High School,low,96
9.8,Bachelor,high,91
7,Master,high,100
8.2,Bachelor,high,100
5.6,Master,high,100
5.5,High School,low,95
5.9,Master,high,97
10.4,Master,high,100
9.1,High School,low,75
8.4,High School,low,95
8.5,Bachelor,high,64
7.9,Bachelor,high,79
7.4,Bachelor,high,91
8.6,Bachelor,high,80
6.4,Master,high,70
7.9,High School,low,75
9.7,Master,high,76
9.2,High School,low,67
8.5,Bachelor,high,99
5.8,High School,low,98
7.8,Bachelor,high,97
4,Master,high,100
7.8,High School,low,87
9,High School,low,73
7.7,Master,high,97
4.8,Master,high,75
7.1,Bachelor,high,100
7.7,Bachelor,high,100
9.1,Master,high,74
9,High School,low,96
4.3,Bachelor,high,54
7.7,Master,high,83
5.1,Bachelor,high,76
6.2,Bachelor,high,90
7.1,Bachelor,high,100
7.3,Master,high,100
5.5,Bachelor,high,100
6.6,Bachelor,high,79
7,Master,high,100
7.7,High School,low,96
6,Bachelor,high,81
7.5,Bachelor,high,100
4.5,Master,high,94
5.3,Master,high,100
7.4,Bachelor,high,100
6.9,High School,low,86
6.8,Master,high,90
6.5,Bachelor,high,100
6.3,High School,low,100
7.3,High School,low,100
6.2,High School,low,91
5.7,Bachelor,high,89
6.7,Master,high,100
8.2,Bachelor,high,56
7.7,High School,low,100
6,Bachelor,high,100
6.9,Bachelor,high,100
7.1,High School,low,72
10.4,High School,low,100
7.4,High School,low,99
5.4,High School,low,93
7.8,Bachelor,high,100
8.7,Master,high,89
6,Bachelor,high,56
7.2,Bachelor,high,89
7.2,High School,low,87
9.8,High School,low,100
7.9,High School,low,73
8.3,Master,high,92
6.3,Bachelor,high,93
6.9,Bachelor,high,100
4,Bachelor,high,62
7.8,Bachelor,high,98
6.6,High School,low,89
6.2,Master,high,98
7.7,Master,high,91
6.8,Master,high,77
8.4,Bachelor,high,95
11.2,Bachelor,high,99
6.2,Master,high,85
7.4,Bachelor,high,93
7.5,Master,high,100
6.5,Bachelor,high,92
8.6,Master,high,97
8.4,Master,high,94
7.8,Master,high,100
7.4,High School,low,85
5.4,Bachelor,high,100
8.4,Master,high,78
7.2,Master,high,86
8.8,High School,low,89
8.5,Bachelor,high,76
7.4,Bachelor,high,100
10.7,High School,low,100
7.5,Master,high,95
6.9,Bachelor,high,100
6.4,High School,low,72
7,Master,high,92
4.8,Master,high,99
6.7,Master,high,89
8.8,High School,low,95
6,High School,low,95
6.3,Master,high,84
6.3,Master,high,100
7,High School,low,100
8,Bachelor,high,97
8,High School,low,97
6.9,Bachelor,high,100
8.4,High School,low,68
7.9,Bachelor,high,90
7.3,Bachelor,high,100
9.7,Bachelor,high,98
6,Bachelor,high,92
7.4,Master,high,100
8.9,High School,low,93
9.2,Master,high,84
9.1,Bachelor,high,100
4.9,Master,high,93
5,High School,low,99
8.1,Master,high,100
7.1,Bachelor,high,73
7.3,Bachelor,high,100
8.5,Bachelor,high,100
6,High School,low,96
6.4,Master,high,88
4.4,Bachelor,high,97
8,High School,low,100
6.4,Bachelor,high,96
6.1,High School,low,100
8.1,High School,low,97
7.3,Master,high,62
6.3,Master,high,84
5.8,Bachelor,high,100
8.4,Master,high,80
5.5,Master,high,97
6.7,High School,low,98
8.5,Bachelor,high,100
8,Master,high,60
8.4,Bachelor,high,69
4,Master,high,89
7.5,Master,high,93
6.8,High School,low,96
8.4,Master,high,93
4.8,Bachelor,high,92
9.4,High School,low,71
4,Bachelor,high,80
6.2,Master,high,100
7.4,High School,low,84
6.4,Bachelor,high,75
5.8,Master,high,91
8.8,Bachelor,high,99
4.4,Bachelor,high,100
4.2,High School,low,95
8.6,Bachelor,high,91
6.4,Master,high,100
8.5,High School,low,100
9.4,Master,high,100
6,Master,high,68
8.5,Master,high,92
7.8,High School,low,100
8.2,Master,high,83
7.4,Bachelor,high,78
6.8,Master,high,94
7.8,High School,low,84
5.3,High School,low,87
4.2,High School,low,71
8.4,High School,low,97
7.4,Bachelor,high,100
5.8,Master,high,75
5.4,High School,low,72
7.7,Master,high,93
5.4,High School,low,98
6.2,High School,low,94
7.1,Bachelor,high,77
8.6,High School,low,81
7,Bachelor,high,100
4,High School,low,80
6.7,Bachelor,high,100
6.1,High School,low,100
8,Master,high,98
8.1,High School,low,97
9.5,Bachelor,high,76
6.9,Bachelor,high,94
5.3,Master,high,96
5.9,Bachelor,high,87
6.8,High School,low,91
6.8,Bachelor,high,80
5.2,High School,low,92
8.4,Bachelor,high,80
7,Master,high,90
6,High School,low,100
5.3,Master,high,100
6.4,Master,high,100
6,High School,low,96
10,High School,low,100
8.4,Bachelor,high,74
6.8,Bachelor,high,60
6,Master,high,99
6.9,Master,high,97
8,Master,high,79
8,Bachelor,high,91
9.1,Bachelor,high,68
5.3,High School,low,98
4.3,Bachelor,high,100
8.2,Master,high,100
7.6,Bachelor,high,60
4.2,High School,low,92
7.7,Master,high,94
8.6,Master,high,79
6,Master,high,90
4.1,High School,low,100
4.4,Master,high,99
8.2,Bachelor,high,76
9,High School,low,100
6.9,Master,high,90
7.7,Bachelor,high,85
5.8,Master,high,100
5.9,High School,low,91
5.3,Bachelor,high,100
6.1,Bachelor,high,90
6.9,High School,low,100
6.8,Master,high,100
7.4,High School,low,88
8.4,High School,low,71
5.8,Bachelor,high,100
6.3,High School,low,58
4,Master,high,100
5,Master,high,100
10.2,High School,low,100
7.7,High School,low,68
6.6,High School,low,100
4,Bachelor,high,94
6.4,Master,high,86
9.4,Bachelor,high,90
7.8,Master,high,99
5.5,Bachelor,high,87
7.3,Master,high,99
8.5,High School,low,56
5.9,High School,low,100
7.5,Master,high,82
6.8,High School,low,94
8.4,Master,high,87
8.1,High School,low,96
5.1,Master,high,88
8.7,Bachelor,high,99
5.3,High School,low,83
8.2,High School,low,76
9.1,Bachelor,high,100
10.8,High School,low,100
7.7,High School,low,100
5.6,Master,high,81
8.7,High School,low,93
4.7,High School,low,100
5.3,High School,low,67
6.8,Master,high,78
6.7,Bachelor,high,100
6.8,High School,low,99
5.7,High School,low,100
4.8,High School,low,98
9.4,Master,high,98
4.9,Bachelor,high,72
5.6,High School,low,77
8.5,Bachelor,high,100
6.5,Bachelor,high,78
6.3,Master,high,100
6.8,Master,high,79
6.1,High School,low,93
11.1,Master,high,100
7.1,Bachelor,high,92
4.4,High School,low,72
9.6,Bachelor,high,95
8.5,Bachelor,high,100
6.5,High School,low,76
5.1,Bachelor,high,80
7.6,Master,high,65
9.6,High School,low,96
7.8,Master,high,98
4.4,High School,low,97
10,High School,low,86
5.5,High School,low,75
6.2,High School,low,94
4.2,High School,low,96
6.8,Bachelor,high,90
7.8,High School,low,80
5.8,Bachelor,high,98
7.7,Master,high,66
7.4,Master,high,98
5.8,Master,high,96
6.2,Bachelor,high,99
6.5,Bachelor,high,78
7.6,Bachelor,high,100
5.9,High School,low,98
5.5,Bachelor,high,99
8.7,High School,low,96
7.3,High School,low,98
7.6,High School,low,100
8.6,High School,low,100
7.1,Bachelor,high,45
6.4,High School,low,87
8,Bachelor,high,99
7.7,Master,high,93
8.1,High School,low,100
4.5,High School,low,100
5.8,High School,low,82
6.7,Master,high,100
6.8,Bachelor,high,97
5.2,High School,low,100
7.9,High School,low,89
8,Bachelor,high,100
6.9,Master,high,83
10.9,High School,low,100
7.3,Master,high,66
9.5,Master,high,97
7.8,Bachelor,high,100
8,High School,low,96
9.1,Bachelor,high,100
6.1,High School,low,98
6.4,Bachelor,high,80
6.7,Master,high,95
8,High School,low,94
8.7,Master,high,97
6.2,Master,high,77
4.6,Bachelor,high,94
7.4,Master,high,86
6.3,Master,high,98
9.1,High School,low,84
5.9,High School,low,86
6.5,High School,low,97
6.9,Master,high,97
7.4,High School,low,76
8.2,High School,low,100
4.4,Bachelor,high,86
5.4,Bachelor,high,81
6,High School,low,98
7.5,Bachelor,high,89
7.1,Master,high,75
5.5,High School,low,73
6.9,High School,low,66
5.8,Bachelor,high,67
5.4,Bachelor,high,54
7.7,Bachelor,high,99
7.7,Bachelor,high,93
5.5,Bachelor,high,100
9.6,Master,high,81
5.9,High School,low,82
11,High School,low,100
4,Master,high,88
6.4,High School,low,81
8.9,High School,low,97
7.2,Master,high,100
7.9,Bachelor,high,57
7.3,Bachelor,high,96
6.7,High School,low,91
9.5,Master,high,94
6.9,High School,low,100
9.7,High School,low,58
7,Master,high,96
6.6,High School,low,84
8.4,Master,high,100
6.7,High School,low,100
8.6,High School,low,99
7.7,Bachelor,high,100
6.8,Bachelor,high,100
7.6,Master,high,100
7.7,Master,high,96
8.6,Master,high,78
9.2,High School,low,96
6.9,Bachelor,high,98
7.7,High School,low,93
5.5,Master,high,71
8.9,Bachelor,high,100
7.2,Bachelor,high,99
6.9,Bachelor,high,79
5.4,High School,low,100
8.4,Bachelor,high,100
7.2,High School,low,100
7.5,Bachelor,high,100
7.1,Bachelor,high,100
6.5,High School,low,79
6.2,Bachelor,high,99
8.7,Bachelor,high,100
9.7,Bachelor,high,96
4.1,Bachelor,high,88
8.5,Bachelor,high,100
4.9,Master,high,68
7.4,Bachelor,high,97
5.6,Master,high,97
6.3,Bachelor,high,91
6.7,High School,low,97
7.9,Master,high,96
7.6,Master,high,95
8.4,Master,high,100
6.9,High School,low,90
6.9,Bachelor,high,100
6.1,Bachelor,high,92
4.3,Bachelor,high,97
7.1,Master,high,100
5.6,Master,high,99
6.5,Bachelor,high,100
9.7,High School,low,82
4.4,High School,low,72
8.6,Bachelor,high,93
5.2,High School,low,75
6.6,High School,low,100
7.2,Master,high,100
7.6,Bachelor,high,100
7.5,High School,low,100
6.8,Bachelor,high,87
6.1,Bachelor,high,78
7.7,Bachelor,high,100
7.4,Master,high,92
4.2,Master,high,100
6.7,High School,low,94
6,Bachelor,high,93
